"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000004	0.9343200	0.6608046	0.2061520	0.0687264	0.0758305	0.0290156	0.7798478	0.3025253	1.0000000
0.9402908	0.0000000	0.6608046	0.2061520	0.0687264	0.0758305	0.0290156	0.7798478	0.3025251	1.0000000
0.9402911	0.8599650	0.0000006	0.9999923	0.0687264	0.0758305	0.0290156	0.7798478	0.3025250	1.0000000
0.9402911	0.9764330	0.6608046	0.0000003	0.0687264	0.0758305	0.0290156	0.7798478	0.3025250	1.0000000
0.8700974	0.9435347	0.6608046	0.2061520	0.0000029	0.0693194	0.0284452	0.7969505	0.3961619	1.0000000
0.2690135	0.9409555	0.6608046	0.2061520	0.0687258	0.0000000	0.0238930	0.9999999	0.9999695	1.0000000
0.9402889	0.9669088	0.6608046	0.2061520	0.0687255	0.0758301	0.0000000	0.7798487	0.3025291	1.0000000
0.2689949	0.5792472	0.6608046	0.2061520	0.9585010	0.9982164	1.0000000	0.0000000	0.9999776	1.0000000
1.0000000	0.9443247	0.6608046	0.2061520	0.0687264	0.0758305	0.0290156	0.7798478	0.0000042	1.0000000
0.9402905	0.8599696	0.0509779	0.9976059	0.0687264	0.0758305	0.0290156	0.7798478	0.3025253	0.0000000
