"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
1.0000000	0.0542253	0.4338610	0.8942746	0.1737380	0.4685919	0.8719893	1.0000000	0.6478976	0.9904376
0.2230676	0.1246376	0.5481843	0.8058990	0.6811398	0.4547002	0.6893048	1.0000000	1.0000000	0.9259342
1.0000000	0.1400371	0.1888330	0.9676096	0.0050438	0.3441060	0.8317392	0.9126577	1.0000000	0.9259347
0.7838347	0.1393422	0.4492193	0.8766327	0.2598910	0.3668710	0.8593385	1.0000000	0.5715225	0.9780935
1.0000000	0.0366500	0.5786437	0.8971929	0.0746087	0.1867565	0.6280396	0.7010816	0.8326242	0.9233814
0.3548526	0.1834920	0.4966383	0.8635789	0.7065969	0.5274279	0.6074646	0.8152716	1.0000000	0.9981145
1.0000000	0.1393422	0.2417547	0.9475014	0.1737380	0.4685919	0.9929982	1.0000000	1.0000000	0.9748263
0.6184470	0.1065932	0.4698548	0.8955204	0.1014891	0.4685919	0.5662819	1.0000000	1.0000000	0.9579762
1.0000000	0.3641065	0.6344314	0.9970715	0.0825029	0.9797647	0.4448898	0.0345684	1.0000000	0.9986086
0.5831748	0.3512967	0.7439599	0.8723874	0.2883950	0.8476405	0.3175410	0.2096455	1.0000000	0.9983055
