"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.0095345	0.5071204	0.8044628	0.4722629	0.0329644	0.0097473	0.7227398	0.7061476	0.6837825
0.6652141	0.0000000	0.5678053	0.7101550	0.4677372	0.0373883	0.0108663	0.6200272	0.6691758	0.6355073
0.7992709	0.4709995	0.0000000	0.4068575	0.0134775	0.2057807	0.3342092	0.3152244	0.6285289	0.7459850
0.7305784	0.7181893	0.3504154	0.0000000	0.4463453	0.2542250	0.4342358	0.1986305	0.8931453	0.7501659
0.9184836	0.0184388	0.4046798	0.7486184	0.0000000	0.0339579	0.0235124	0.7330923	0.6497654	0.6565260
0.6704332	0.6363080	0.1825430	0.2516587	0.0773595	0.0000000	0.4119601	0.2068455	0.7379648	0.6344103
0.7274691	0.4741873	0.2453170	0.4569743	0.0468984	0.3837581	0.0000000	0.2761477	0.7586190	0.7541481
0.6439357	0.7702625	0.2030475	0.3188777	0.0291891	0.3881897	0.4949554	0.0000000	0.7254696	0.6190316
0.7368570	0.7553819	0.1933364	0.3250841	0.0566525	0.2552225	0.4327539	0.1643658	0.0000000	0.6853219
0.7141223	0.3186071	0.0965050	0.4595634	0.0546426	0.2244844	0.2509652	0.3921868	0.7584059	0.0000000
