"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
1.0638429	0.7786963	1.0158733	1.0634102	0.5513862	0.6130931	0.5034411	0.4930250	0.9989899	1.0668209
0.8627861	0.5064138	1.0758366	0.8489515	0.4087418	0.7537668	0.3843498	0.6534351	1.1280939	0.8389814
0.6320294	0.5840405	0.9823329	0.6784308	0.4279920	0.6032105	0.4089501	0.7570446	0.7136499	0.5751900
0.9385004	0.8406599	0.8934247	1.0741545	0.4088963	0.7771608	0.5173028	0.3186387	0.5859058	0.9567349
0.9006380	0.7731206	0.8892866	0.4756020	0.6650903	0.7139004	0.5041509	0.3819870	1.0536869	1.0212533
1.0815259	0.6844229	1.0130532	0.6661596	0.4462106	0.6045799	0.5369201	0.5009870	0.3446897	0.6593261
1.0714547	0.1106253	0.9785184	0.9179311	0.2834985	1.0475082	0.0353892	1.0030717	0.8326392	0.8231770
0.9622434	0.2701947	0.9074110	0.8695856	0.1135146	1.0237385	0.1608643	0.9168234	1.0936024	0.9831710
0.8332575	0.6764111	0.8539218	0.9768006	0.3630676	0.7231121	0.3720276	0.5498280	0.3187249	0.2649696
0.8575511	0.1436625	0.8860387	1.0066319	0.2019322	1.0507472	0.0276374	0.6310010	0.8715518	0.8116324
