"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3282366	0.4784452	0.6256669	0.2893422	1.0529009	1.0489415	0.5755080	1.0340227	0.7998426	0.9533765
0.5540600	0.1551449	1.0353149	0.2803326	1.0046151	1.0192819	0.5134150	1.0729745	0.9864120	1.0412280
0.7571130	0.2824791	0.4530588	0.3200224	1.1784700	1.0069962	0.5311877	0.9863580	0.8749852	1.0128752
0.6707350	0.3131865	0.7866700	0.1224764	1.1102585	1.0701133	0.4914344	0.9760356	1.0312387	0.9730488
0.6131973	0.3400033	0.9975160	0.2991413	0.5546080	1.0370364	0.5237407	1.0191568	0.9864249	1.1068090
0.4689254	0.3746618	0.6864084	0.3764622	1.0117383	0.5392950	0.8160802	1.0420736	1.0363685	1.0706963
0.7933236	0.2795406	0.9086216	0.2777388	0.9843889	1.0540775	0.1970079	0.9670408	0.8696698	1.1149381
0.7116371	0.2705100	0.8770578	0.3520880	1.0155070	0.9728483	0.2846199	0.5110962	0.9736703	1.0548645
0.7916793	0.2676520	1.0044433	0.2851458	1.0022756	0.9869239	0.4638691	1.0077255	0.4540778	1.1294673
0.6382079	0.3640920	0.9739358	0.2851252	1.0029164	1.0323072	0.4305379	1.0706322	0.9111804	0.4982361
