"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.1430764	0.8747638	0.4919227	0.2877932	0.7838820	1.0115617	0.8023176	0.7878748	0.9975585	1.0769563
0.5841978	0.3127943	0.4006993	0.4004921	0.6807401	0.8956545	0.4604340	0.3006827	0.5684369	0.7162851
0.1703693	0.6074371	0.8737080	0.2967452	0.5628745	0.8879905	0.8606042	0.8066107	1.0564734	1.0400934
0.2293141	0.4774176	0.8106270	0.2908535	0.8234842	0.9045188	0.7576799	0.9049016	1.0320449	1.0488502
1.0088902	0.0716151	0.9249296	0.2664663	0.8608707	1.0269230	0.4400538	1.0795468	0.8165244	0.9600062
0.6173925	0.0712486	0.6307206	0.3109856	0.6954645	0.8786217	0.4158976	0.6973175	0.6061503	0.9908802
0.1029903	0.8406163	0.6992723	0.0611502	1.0126928	1.0657452	0.0584387	0.8685604	0.7811181	0.8623092
0.3034087	0.5564659	0.8963257	0.2391960	0.9666043	0.9895357	0.7408141	0.9635331	0.4744214	0.7234577
0.5212627	0.0866450	0.9498482	0.2419845	0.8388098	0.9808786	0.6884691	1.0240563	1.0508237	1.0198089
0.8362095	0.0613844	1.0275672	0.2118277	0.9094741	1.0027868	0.5846175	0.9071523	0.9951269	0.6128038
