"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.9383070	0.3237298	0.4732023	0.9951481	0.9635803	0.4936041	1.0485189	0.5831813	0.9843318
0.5869116	0.0000000	0.9796419	0.2623984	0.9140089	0.9819698	0.5714908	1.1177622	1.0496971	0.9532705
0.6250484	0.3165393	0.0000000	1.0592426	1.0882361	0.9443396	0.5122314	1.0245746	0.9353523	1.0515872
0.1901811	0.7080990	0.3587584	0.0000000	1.0957069	1.0049278	0.5314643	0.9433070	0.7937343	1.0191442
0.9179575	0.2123091	1.0275760	0.2671836	0.0000000	1.0141035	0.5130398	0.8985262	1.0089285	0.8935943
0.3691012	0.4590786	0.9791098	0.2499027	0.9537390	0.0000000	0.8947435	0.9911992	0.8239489	0.9831129
0.9304269	0.2424375	0.9404027	0.2740301	0.9476371	1.0422258	0.0000000	0.9908756	1.0580561	1.0105010
0.6474104	0.3159272	0.4345725	0.3320177	0.9464759	0.0988742	0.5179392	0.0000000	0.9136410	1.0256832
0.5975308	0.3076633	0.9270850	0.2806461	0.9704851	1.0463982	0.4854324	0.9739941	0.0000000	0.9418786
0.5842795	0.3187557	0.9659741	0.2794123	1.1003952	1.0491984	0.5169019	1.0777321	0.3546334	0.0000000
