"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3198744	0.5557502	0.6517378	0.2959145	1.0581374	1.0475966	0.5254172	0.9334811	0.9114957	1.0050689
0.6039208	0.1751112	0.9829986	0.2822797	0.9647919	1.0860244	0.4455768	1.0369443	0.9511616	1.0054511
0.6388186	0.2880546	0.4933337	0.3317828	1.0887142	1.0057811	0.4804222	1.0039129	0.9356810	0.9702066
0.6450002	0.2848581	0.9149116	0.1744097	1.0462811	1.0147023	0.4698792	1.0365259	0.9620234	0.9800358
0.5823645	0.3278763	0.9246744	0.2819066	0.5572871	0.9744083	0.4624837	1.0253288	0.9601278	1.0210146
0.4399772	0.3853032	0.7742119	0.3784101	0.9800593	0.5474743	0.8267681	1.0733039	1.0105303	1.0580855
0.7858855	0.2577269	0.9522895	0.2822527	1.0273020	1.0500905	0.2084062	0.9462380	0.9311133	1.0200798
0.8137311	0.2421581	0.9280643	0.2974779	1.0246618	0.9546042	0.3126270	0.5486359	0.9291913	1.0412248
0.7488802	0.2686224	1.0459260	0.2812736	0.9944907	0.9822366	0.4824216	0.9774395	0.4618518	1.0688230
0.6628854	0.2988681	0.8636015	0.3028618	1.0070024	1.0618238	0.4139946	1.0263932	0.7982011	0.5288001
