"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.0989067	0.9049553	0.6471441	0.5587441	0.8802339	0.2466799	0.8343315	1.0018674	1.0425693
0.7524586	0.0000000	0.8897782	0.5689654	0.6435336	1.0207591	0.2223717	0.8529240	0.9759322	0.9978239
0.4807517	0.9270952	0.0000000	0.9002678	1.0428379	0.2175066	0.4243588	1.0325562	0.9981543	1.0594319
0.5388077	0.3944841	0.7472495	0.0000000	0.8422995	0.3739742	0.2607200	0.9470332	1.0435564	1.1157896
0.0914053	0.2672440	0.7645538	0.7692771	0.0000000	0.4557002	0.8198680	0.9903813	0.9458993	0.9635764
0.1579405	0.4635098	0.0275269	0.8314413	1.0647589	0.0000000	0.7258085	0.9742168	1.0431053	0.9805679
0.9234470	0.4667632	0.7403294	0.2935012	0.9036824	0.3387869	0.0000000	0.0509760	1.0614833	0.9712679
0.4723378	0.3251109	0.6878930	0.4781328	0.8389103	0.4051398	0.2812718	0.0000000	0.9627632	1.0216506
0.9119618	0.3604006	0.6754460	0.3126074	0.6939197	0.3498944	0.0439329	0.0558618	0.0000000	1.0233812
1.0651362	0.3668869	0.7618740	0.3723006	0.7788366	0.3860550	0.0607999	0.0510992	0.9640937	0.0000000
