"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.5000000	0.3595732	0.2561651	0.6588237	0.0806540	0.3501482	0.4737548	0.5048576	1.0000000	1.0000000
1.0000000	0.4998129	0.5725133	0.7498605	0.2566081	0.2765798	0.4142035	0.5032258	1.0000000	1.0000000
1.0000000	0.7158195	0.2090185	0.7252322	0.0512606	0.2737519	0.3741208	0.5127702	1.0000000	1.0000000
1.0000000	0.9958619	0.2042869	0.1899627	0.1524272	0.4798087	0.6523816	0.2854740	1.0000000	1.0000000
1.0000000	0.6310354	0.4315545	0.7026623	0.0611454	0.3028209	0.4254587	0.4727396	1.0000000	1.0000000
1.0000000	0.5421630	0.3256322	0.6518297	0.0464436	0.1817991	0.4689396	0.4588014	1.0000000	1.0000000
1.0000000	0.5421630	0.3256322	0.6518297	0.0464436	0.4202576	0.2482999	0.4588014	1.0000000	1.0000000
1.0000000	0.5421630	0.3256322	0.6518297	0.0464436	0.3596265	0.4768216	0.2294007	1.0000000	1.0000000
1.0000000	0.7104230	0.2424080	0.5313970	0.0566803	0.4675175	0.5783946	0.3817950	0.5000000	1.0000000
1.0000000	0.7264842	0.1810997	0.6992773	0.0450782	0.3006909	0.3952265	0.4878831	1.0000000	0.5000000
