"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.6250899	0.9751714	0.7101841	0.4304835	0.5052777	0.9071777	0.8632895	0.2907489	0.9278939	0.3442605
1.0000000	0.9752663	0.9639000	0.0630779	0.9005398	0.4335819	0.6244927	0.2907257	1.0000000	0.8925131
1.0000000	0.9752654	0.7300367	0.1816119	0.7865779	0.3726761	0.9667090	0.2907248	1.0000000	1.0000000
1.0000000	0.3190111	0.0692796	0.5925300	0.0729655	0.2845613	0.4425275	0.3609766	0.7191822	0.5264983
1.0000000	0.8545695	0.4754620	0.7256701	0.0619916	0.5440542	0.3148858	0.5065620	0.6580605	1.0000000
0.9001954	0.9677184	0.9447039	0.7848249	0.1457988	0.3116924	0.9079497	0.2927040	1.0000000	1.0000000
0.9743768	0.9991157	0.5644311	0.5353659	0.2115889	0.4602550	0.6328688	0.2846562	0.7284813	0.5423997
1.0000000	0.3635044	0.2546035	0.6127938	0.0413753	0.0370986	0.2226009	0.3319959	0.7799067	1.0000000
0.9477368	0.9999992	0.8135396	0.1943711	0.8667098	0.3082655	0.9205721	0.2844347	1.0000000	0.7297052
0.9817111	0.2730526	0.2716265	0.9161697	0.0067924	0.5842387	0.2347164	0.3546608	1.0000000	0.4906401
