"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.9736102	0.0344022	0.3986186	0.9050925	0.1786849	0.4873348	0.9504511	1.0118000	0.7065594	0.9480633
0.2300768	0.0962258	0.6459600	0.8056874	0.6723380	0.4265011	0.5573583	1.0219913	1.0950046	0.9896877
1.0581471	0.1321016	0.1976185	0.9586317	0.0041006	0.3799998	0.8526886	0.9107904	0.9261921	1.0023301
0.7498749	0.1569314	0.4847959	0.8954296	0.3160232	0.3830060	0.9080023	0.9736506	0.5964366	1.0363018
0.9874977	0.0343696	0.5331937	0.8562700	0.0591004	0.1767038	0.7696454	0.7021503	0.8557974	0.9676061
0.3582053	0.2107113	0.5191296	0.9340922	0.6481982	0.5259745	0.5692126	0.8512173	1.0157604	1.0331712
1.0352778	0.1924069	0.2143796	0.9325674	0.1515176	0.4160674	0.9675016	0.9678408	1.0708422	0.9743358
0.6793654	0.1032404	0.5106455	0.9533412	0.0803562	0.5403252	0.5816918	0.9540217	1.0040399	0.9593474
1.0653174	0.3880306	0.6215596	1.0017904	0.0728110	1.0411449	0.5257823	0.0419834	1.0000452	0.9904856
0.6371586	0.3858055	0.7100032	0.8772598	0.3092201	0.8423169	0.2943547	0.1720364	1.0318971	1.0359126
