"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
1.0125583	0.0520751	0.4031001	0.8518000	0.2205668	0.4700369	0.9369154	1.0628732	0.6951244	0.9128036
0.2182551	0.1365218	0.6765275	0.8474515	0.6758666	0.4410657	0.7072954	1.1415036	1.0648485	1.0023329
1.0230447	0.1222609	0.2365517	0.9370052	0.0064805	0.3991423	0.9164834	0.9292520	0.9136536	0.9783959
0.7305730	0.1504430	0.4849791	0.8264224	0.3398915	0.4203587	0.9552148	0.9832587	0.5671715	1.0371695
1.0471863	0.0522961	0.4743100	0.9371691	0.0806370	0.1894766	0.6944678	0.7574594	0.8119640	0.8461058
0.3878628	0.2009808	0.5311050	0.8119636	0.5711194	0.4905108	0.5371278	0.8467922	0.9404084	0.9635079
1.0452728	0.1790632	0.2149457	0.9329134	0.2080780	0.3876716	0.9510590	0.9225485	1.0665914	1.0088539
0.7014451	0.1053886	0.5173372	0.9502909	0.0874751	0.4878898	0.6734070	0.9920292	0.9227878	0.9210084
1.0734990	0.3104375	0.5398412	0.9606454	0.0911112	1.0633648	0.4587636	0.0302303	1.0566507	1.0827343
0.5380119	0.3869778	0.7316844	0.8409042	0.3230410	0.9101313	0.2656363	0.1958724	0.9862032	0.9705231
