"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.5051114	0.1226723	0.4667571	0.9643118	0.4689018	0.4762752	0.7918391	0.9970995	0.9956747	0.9823749
1.0554574	0.0710443	0.5797636	0.9708435	0.2560266	0.4825833	0.5810009	1.0000131	1.0079551	0.9511182
0.9525761	0.1340975	0.3685753	0.8906202	0.2151209	0.4687600	0.9039918	1.0581360	0.9691616	0.9668826
1.0219712	0.1170000	0.6313078	0.5581519	0.1239707	0.4898509	0.6592814	1.0228971	1.0334348	1.0400426
1.0481430	0.1553347	0.5525723	0.9170294	0.1083995	0.4801061	0.7285097	1.0095033	1.0277002	0.9984969
1.0151461	0.1448678	0.5184265	0.9443540	0.1627366	0.2605396	0.8012497	1.0472350	1.0847697	0.9517838
1.0543949	0.1463452	0.3689706	0.7410689	0.1838691	0.4299033	0.5337810	0.9545192	0.9920897	0.9860694
1.0988251	0.2953947	0.6077720	0.9043708	0.1815629	0.6957637	0.6660353	0.4643292	1.0234175	0.9917281
0.9871914	0.1383640	0.5130428	0.9756197	0.1777635	0.4316543	0.8068930	1.0831951	0.4703417	0.9217264
1.1032101	0.1750363	0.4832625	0.9062931	0.1510332	0.4350175	0.8906682	0.9886286	1.0190123	0.4592964
