"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.6760110	0.4861906	0.7669788	0.7117954	0.3062353	0.3902749	0.3110426	0.3410948	0.6112570	0.7409852
0.6295659	0.3579255	0.6323279	0.6066995	0.2689111	0.4970919	0.2853823	0.4899330	0.9050232	0.5643304
0.4298314	0.3809869	0.6077506	0.4149591	0.2690690	0.4360946	0.2454521	0.4288537	0.4810504	0.4236497
0.7123071	0.5709105	0.5769819	0.6435153	0.2301633	0.5467255	0.3575926	0.1893278	0.3319785	0.5469231
0.5647336	0.4881508	0.4987065	0.3155788	0.5298047	0.4589774	0.3897341	0.2363951	0.6849415	0.6812808
0.6987508	0.4505339	0.7220491	0.4475086	0.3034297	0.4451533	0.3852753	0.3416868	0.1958621	0.5171195
0.6985476	0.0548609	0.6489492	0.7311108	0.2046870	0.6843131	0.0268910	0.7167554	0.5411225	0.6162679
0.5409477	0.1986891	0.6687163	0.5729428	0.0829120	0.7056110	0.1069816	0.7316208	0.6961179	0.6723530
0.5376014	0.4628085	0.6283088	0.6669679	0.2758832	0.5563098	0.3275263	0.4442242	0.2363272	0.1532322
0.5704822	0.0854062	0.6325682	0.7525439	0.1410332	0.7985624	0.0132038	0.4596269	0.5964479	0.4779279
