"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3932723	0.1331140	0.7128649	0.6421608	0.0567237	0.7023849	0.0659745	0.7592538	0.7804738	0.7140162
0.7963573	0.0949549	0.6514749	0.7406487	0.1398933	0.6362511	0.0694797	0.5953900	0.5770632	0.5554729
0.6802143	0.0244398	0.2987142	0.6611696	0.0763108	0.7818585	0.0204347	0.7440199	0.7641791	0.6219119
0.7103475	0.1900403	0.7409798	0.4179614	0.2575604	0.5857492	0.1065915	0.6119991	0.9142467	0.6440665
0.7125068	0.0985996	0.5954864	0.6486888	0.1005955	0.5814006	0.0577248	0.6746608	0.7776707	0.7438620
0.7235681	0.0869702	0.7397527	0.7412287	0.2520757	0.4258944	0.0283375	0.6724880	0.5897617	0.5688688
0.7482689	0.1576606	0.6597411	0.6304472	0.1323186	0.7290306	0.0228072	0.7986439	0.6351407	0.7039594
0.6001904	0.1259593	0.7823884	0.6438402	0.2241739	0.6298590	0.1215544	0.4070296	0.6233011	0.6391434
0.7314390	0.2022804	0.6050181	0.6843093	0.2552204	0.6528240	0.1250822	0.6651667	0.3232150	0.5704345
0.6942914	0.1577837	0.7559974	0.6650557	0.0538061	0.5506471	0.0745722	0.7570024	0.6250107	0.3918188
