"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.0038636	0.6485149	0.6273473	0.3337538	0.7829716	0.0202373	0.8628018	0.6307117	0.6113903
0.5329276	0.0000000	0.6635207	0.7275592	0.4056249	0.6126116	0.0220441	0.7598807	0.8237694	0.7802677
0.6615030	0.0045243	0.0000000	0.6556015	0.0966368	0.6260583	0.0065785	0.7280413	0.5397241	0.7149729
0.7995138	0.5709153	0.5106304	0.0000000	0.2960726	0.4405265	0.2613203	0.4391175	0.6491896	0.7358695
0.6748525	0.0048519	0.4998005	0.6930177	0.0000000	0.6653081	0.0168723	0.5939894	0.6514429	0.6220656
0.6787019	0.0809536	0.7631902	0.5968772	0.1887593	0.0000000	0.0163126	0.7336036	0.6854707	0.7266234
0.8452066	0.0812549	0.7265696	0.6167961	0.0515152	0.7356262	0.0000000	0.6973533	0.7055334	0.6772978
0.6839546	0.2273687	0.5915810	0.6201569	0.0661276	0.7407577	0.1039587	0.0000000	0.6612014	0.8441745
0.5104825	0.4079319	0.7058462	0.6586920	0.2310216	0.4692452	0.2307733	0.4109431	0.0000000	0.6419302
0.6335379	0.1007788	0.5017057	0.6298462	0.1077669	0.7043069	0.0569186	0.6150764	0.6412679	0.0000000
