"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.6344149	0.5574028	0.1457054	0.0244340	0.0497023	0.0200447	0.5659275	0.3392487	0.6745045
0.8184479	0.0000000	0.4446967	0.1131190	0.0657165	0.0784451	0.0339713	0.6756418	0.2231196	0.9052536
0.6511699	0.7821555	0.0000000	0.6415808	0.0821011	0.0669449	0.0220969	0.5237666	0.2473571	0.7572709
0.7142628	0.6442692	0.4432761	0.0000000	0.0339182	0.0605529	0.0321332	0.4816657	0.2391214	0.8078940
0.5361554	0.8076824	0.5668935	0.1978315	0.0000000	0.0691011	0.0202409	0.7661194	0.3615024	0.7012369
0.2576267	0.6674235	0.5668344	0.1895665	0.0903136	0.0000000	0.0192221	0.7013981	0.8728327	0.7088000
0.6697037	0.8684513	0.3846256	0.0848889	0.0680196	0.0464154	0.0000000	0.5443714	0.2787916	0.7662801
0.1805105	0.4348862	0.5906314	0.1254523	0.7038486	0.8374975	0.5916176	0.0000000	0.8345990	0.7933131
0.9015578	0.7080126	0.4363405	0.1522146	0.0362285	0.0426281	0.0099063	0.5957716	0.0000000	0.7703753
0.6774623	0.6482772	0.0315599	0.6958924	0.0611364	0.0520020	0.0361482	0.6118768	0.3942505	0.0000000
