"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2405960	0.5865854	0.4673729	0.1210741	0.5493369	0.7560678	0.1176980	0.1575246	0.8181103	0.7145486
0.5180889	0.7067488	0.5148979	0.1934001	0.0806460	0.1636405	0.0816126	0.2730302	0.3780612	0.6974146
0.2172745	0.2050842	0.5803109	0.1501711	0.5458585	0.7488855	0.2508182	0.0983523	0.6322367	0.4544284
0.2704377	0.3635159	0.2021153	0.5012195	0.5038072	0.6055626	0.3853756	0.1894782	0.5160310	0.6488279
0.7268679	0.5482494	0.4257802	0.1204005	0.2211547	0.7375292	0.1710760	0.1083370	0.2123825	0.7225100
0.3352523	0.5780384	0.3880567	0.1524949	0.3755489	0.6656318	0.3564351	0.0887132	0.4434486	0.6140778
0.5759467	0.6653128	0.6224385	0.0270146	0.1359763	0.3969327	0.2905619	0.0859309	0.2213542	0.6740049
0.2534414	0.3231217	0.4284224	0.2990309	0.5400427	0.7354412	0.3684367	0.0903020	0.6492589	0.5919090
0.1570603	0.6939442	0.4304681	0.1737338	0.0049618	0.0047403	0.0251684	0.8107332	0.2986461	0.7530772
0.1559991	0.5686799	0.6192140	0.0219429	0.5434307	0.7501576	0.1654428	0.1317440	0.7956905	0.6701254
