"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.1517862	0.7753842	0.4381921	0.2979723	0.7801270	0.9999720	0.7650787	0.7306587	0.9918646	1.0000000
0.5424560	0.3223239	0.3507052	0.4374284	0.7012618	0.9036872	0.4839311	0.3234831	0.5359103	0.7707825
0.1765205	0.6685914	0.7482444	0.2747456	0.5375876	0.9044962	0.9022736	0.8180507	0.9924035	1.0000000
0.1961073	0.4568968	0.6976550	0.2807966	0.7422538	0.9045062	0.7976427	0.9696840	0.9458718	1.0000000
0.8910784	0.0778191	0.9167818	0.2626148	0.9062490	0.9999913	0.4246916	1.0000000	0.8392080	1.0000000
0.6036780	0.0866231	0.6343171	0.2910528	0.7000250	0.9044877	0.4160771	0.7509354	0.6002799	1.0000000
0.1735769	0.7309312	0.6466319	0.0675066	1.0000000	0.9999925	0.0707160	0.8514746	0.7337546	0.8653964
0.2545559	0.5370312	0.8806052	0.2282178	1.0000000	0.9999926	0.7282341	1.0000000	0.4195107	0.7136284
0.4809166	0.1090346	0.9199058	0.2624602	0.8114438	0.9999927	0.6899231	1.0000000	0.9836714	1.0000000
0.7903139	0.0609921	0.9905284	0.2126989	0.9054358	0.9946628	0.5799846	0.9734981	0.9564773	0.6180830
