"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.1517906	0.7752999	0.4381928	0.2980476	0.7801269	0.9999720	0.7650767	0.7306579	0.9918653	1.0000000
0.5424570	0.3223011	0.3507488	0.4372009	0.7012618	0.9036872	0.4839308	0.3234831	0.5359188	0.7707825
0.1765278	0.6688558	0.7480893	0.2748673	0.5375870	0.9044961	0.9022693	0.8180474	0.9923954	1.0000000
0.1961077	0.4569123	0.6975396	0.2808918	0.7422538	0.9045062	0.7976427	0.9696840	0.9458647	1.0000000
0.8910798	0.0777811	0.9167819	0.2626147	0.9062487	0.9999913	0.4246915	1.0000000	0.8392085	1.0000000
0.6036949	0.0865613	0.6343156	0.2910559	0.7000248	0.9044877	0.4160731	0.7509335	0.6002805	1.0000000
0.1735204	0.7315236	0.6465976	0.0675065	1.0000000	0.9999925	0.0707160	0.8514746	0.7335932	0.8653964
0.2545558	0.5371871	0.8804647	0.2282605	1.0000000	0.9999926	0.7282341	1.0000000	0.4193747	0.7136284
0.4809144	0.1090924	0.9199055	0.2624602	0.8114436	0.9999927	0.6899232	1.0000000	0.9836703	1.0000000
0.7903106	0.0609418	0.9905283	0.2126964	0.9054330	0.9946627	0.5799800	0.9734921	0.9564769	0.6180829
