"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3275333	0.4935759	0.5222071	0.3207281	1.0000000	0.9999907	0.4793624	1.0000000	0.8640439	1.0000000
0.6545512	0.1483695	0.9901674	0.2594497	1.0000000	0.9999907	0.4793624	1.0000000	0.9783537	1.0000000
0.6551510	0.2965656	0.4741105	0.3412671	1.0000000	0.9999907	0.4793624	1.0000000	0.9578380	1.0000000
0.6413215	0.3006647	0.9446661	0.1306383	1.0000000	0.9999907	0.4793624	1.0000000	0.9568286	1.0000000
0.6603846	0.2950921	0.9493363	0.2611114	0.5000471	0.9999907	0.4793624	1.0000000	0.9581665	1.0000000
0.3724807	0.4479295	0.6355542	0.2907458	1.0000000	0.4999953	0.8255558	1.0000000	0.8925282	1.0000000
0.8357039	0.2571230	0.9741696	0.2600821	1.0000000	0.9999907	0.2396812	1.0000000	0.9666930	1.0000000
0.8180170	0.2600707	0.8414623	0.2670323	1.0000000	0.9998532	0.2764499	0.5000000	0.9661267	1.0000000
0.6545743	0.2967325	0.9480745	0.2611525	1.0000000	0.9999907	0.4793624	1.0000000	0.4789054	1.0000000
0.6545743	0.2967325	0.9480755	0.2611522	1.0000000	0.9999907	0.4793624	1.0000000	0.8252698	0.5000057
