"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.7573636	0.2139296	0.2417884	0.6591246	0.6774873	0.4439127	0.7014216	0.4039019	0.8669672
0.4964079	0.0000000	0.7314034	0.1822238	0.6077621	0.7658201	0.3423757	0.6875731	0.6819183	0.5895175
0.4954635	0.2212843	0.0000000	0.6577450	0.7416966	0.5123882	0.4170810	0.7587219	0.5587540	0.7166711
0.1716047	0.4344394	0.2871327	0.0000000	0.8649968	0.5829638	0.4088866	0.7420390	0.5195998	0.7277209
0.8055300	0.1720587	0.6330762	0.1953318	0.0000000	0.7819787	0.3530436	0.7133562	0.7060040	0.6705501
0.2982558	0.2660687	0.6726030	0.1462270	0.5971916	0.0000000	0.5766442	0.7491377	0.6354645	0.7418884
0.6031167	0.2106189	0.6097945	0.2136524	0.6701609	0.6077002	0.0000000	0.7383068	0.7262292	0.8230499
0.5419280	0.2011064	0.3419322	0.2269531	0.7705216	0.0688370	0.3452983	0.0000000	0.6739713	0.6075764
0.4161872	0.1833111	0.6367937	0.2274930	0.7684026	0.8553801	0.4351418	0.6608451	0.0000000	0.7411813
0.4226364	0.2353207	0.8604402	0.2210684	0.7776019	0.7056842	0.3899889	0.8202391	0.2748847	0.0000000
