"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2408655	0.3203859	0.4738028	0.1964629	0.7759897	0.8441346	0.3737439	0.6455597	0.5443150	0.6460466
0.4148191	0.0879801	0.6211699	0.2073204	0.5583279	0.5766138	0.4451751	0.8282708	0.7543159	0.7406141
0.6207849	0.1842769	0.2629959	0.2748519	0.8454321	0.6678627	0.3936000	0.8289756	0.5848305	0.6933830
0.4927810	0.2813756	0.6924752	0.0868011	0.8483545	0.8790077	0.3031843	0.7165225	0.6888130	0.6992089
0.4393757	0.2324516	0.6062492	0.2898441	0.3937438	0.8589413	0.3941178	0.6895236	0.5654467	0.7223369
0.3244461	0.2492147	0.5019968	0.2634511	0.7031989	0.3608105	0.5114208	0.8012171	0.7258323	0.7548763
0.5160490	0.1771483	0.7050559	0.2807364	0.6919001	0.7779220	0.1113363	0.7087069	0.5604182	0.8131436
0.5230654	0.1817219	0.5719108	0.3149926	0.7018943	0.6281851	0.2131878	0.4011685	0.6730431	0.8226160
0.5715706	0.2211752	0.6988242	0.1536554	0.6421759	0.7972375	0.3488824	0.6554032	0.2900663	0.9038196
0.4806911	0.3124653	0.6385198	0.2276005	0.7258315	0.6236523	0.4077695	0.6746341	0.6721667	0.3451030
