"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.1117343	0.6551144	0.4042072	0.1891360	0.4318428	0.6729142	0.5466125	0.5156356	0.7523257	0.8082657
0.4516684	0.2218930	0.3150688	0.2591776	0.6212707	0.6781191	0.2607251	0.2117964	0.4265965	0.4753030
0.1581010	0.4305797	0.5617021	0.2457955	0.3928670	0.5865861	0.6779862	0.5016588	0.8046113	0.7087311
0.1603098	0.3982938	0.5128146	0.2136327	0.5004894	0.5218486	0.6283572	0.7650220	0.6827529	0.7849366
0.7305972	0.0654850	0.7068516	0.1708189	0.6217479	0.7239959	0.2429626	0.7189040	0.6013638	0.6610850
0.4818408	0.0903693	0.4558116	0.2832015	0.5303026	0.6217477	0.3216067	0.5156459	0.4600353	0.5735013
0.0954936	0.5466256	0.5879561	0.0617927	0.6995392	0.8176418	0.0297141	0.6272919	0.5892133	0.5436012
0.1395125	0.3832794	0.5035725	0.1190975	0.6964255	0.5936604	0.4227758	0.8049954	0.2997655	0.5048051
0.3184864	0.0675092	0.5593193	0.2791767	0.4849082	0.6706586	0.5415994	0.7000975	0.7268594	0.8305055
0.5647248	0.0340611	0.6844295	0.1733015	0.7176959	0.8391144	0.4938177	0.6430157	0.6081871	0.5251342
