"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000003	0.0029148	0.9833853	0.9999999	0.5921740	0.9995797	0.0125978	0.9999999	1.0000000	1.0000000
1.0000000	0.0000035	0.9833853	1.0000000	0.5921742	0.9995688	0.0125384	1.0000000	1.0000000	1.0000000
1.0000000	0.0113123	0.0000015	0.9985186	0.0547231	0.9995232	0.0132257	0.9999952	1.0000000	1.0000000
1.0000000	0.6600617	0.6796902	0.0000000	0.4266638	0.6292095	0.4424649	0.5961625	1.0000000	1.0000000
1.0000000	0.0029163	0.5766024	0.9999997	0.0000000	0.9995664	0.0126055	0.9999999	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	0.0000000	0.0125258	0.9843912	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	1.0000000	0.0000000	0.9843912	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	0.9748046	0.0914252	0.0000000	1.0000000	1.0000000
1.0000000	0.6781504	0.9833853	0.9998349	0.4401020	0.6301137	0.4538428	0.5772999	0.0000000	1.0000000
1.0000000	0.1283503	0.6796897	0.9999244	0.1522677	0.9835186	0.0749987	0.9896822	1.0000000	0.0000000
