"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.5000000	0.1237492	0.9833853	0.9999744	0.2655630	0.9868988	0.0645354	0.9927336	1.0000000	1.0000000
1.0000000	0.1478678	0.9833853	0.9999730	0.2367931	0.9851449	0.0676391	0.9918932	1.0000000	1.0000000
1.0000000	0.0978196	0.4916925	0.9999132	0.1418438	0.9948380	0.0412241	0.9974018	1.0000000	1.0000000
1.0000000	0.3355370	0.9833817	0.4999595	0.2560767	0.8545662	0.2109487	0.9144405	1.0000000	1.0000000
1.0000000	0.1219969	0.9833852	0.9999781	0.1557007	0.9902987	0.0559017	0.9946781	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	0.4894875	0.0837976	0.9843912	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	0.9941634	0.0457356	0.9843912	1.0000000	1.0000000
1.0000000	0.1438328	0.9833852	0.9999633	0.1630763	0.9748046	0.0914252	0.4921956	1.0000000	1.0000000
1.0000000	0.2925490	0.9833853	0.9999311	0.2371614	0.8954518	0.1770881	0.9403987	0.5000000	1.0000000
1.0000000	0.1408733	0.9016900	0.9999553	0.1620065	0.9757647	0.0897054	0.9849951	1.0000000	0.5000000
