"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.5000000	0.1184464	0.9833853	0.9999758	0.2875659	0.9864621	0.0616102	0.9937167	1.0000000	1.0000000
1.0000000	0.1488565	0.9833853	0.9999728	0.2330809	0.9852558	0.0682212	0.9916778	1.0000000	1.0000000
1.0000000	0.0977997	0.4916925	0.9999132	0.1419032	0.9948358	0.0412069	0.9974055	1.0000000	1.0000000
1.0000000	0.3363926	0.9833817	0.4999595	0.2554871	0.8547759	0.2111495	0.9141642	1.0000000	1.0000000
1.0000000	0.1196123	0.9833852	0.9999783	0.1582186	0.9901885	0.0554561	0.9948288	1.0000000	1.0000000
1.0000000	0.1183403	0.9833851	0.9999662	0.1906863	0.4886521	0.0781300	0.9875610	1.0000000	1.0000000
1.0000000	0.1183403	0.9833851	0.9999662	0.1906863	0.9936862	0.0425990	0.9875610	1.0000000	1.0000000
1.0000000	0.1183403	0.9833851	0.9999662	0.1906863	0.9727847	0.0851552	0.4937805	1.0000000	1.0000000
1.0000000	0.2925653	0.9833853	0.9999311	0.2371651	0.8952023	0.1770655	0.9404163	0.5000000	1.0000000
1.0000000	0.1155470	0.9016899	0.9999589	0.1903249	0.9737948	0.0833458	0.9881311	1.0000000	0.5000000
