"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2643758	0.7766471	0.6106368	0.2512022	0.7452836	1.0322716	0.1717616	0.2068591	1.0550532	0.9658686
0.5194407	0.9015857	0.7518149	0.2010816	0.1390923	0.3461867	0.0930826	0.4740595	0.5707942	0.8790887
0.2651824	0.2593402	0.6979809	0.2030843	0.6560054	0.9378055	0.4480825	0.1477662	0.8005413	0.6432553
0.4956892	0.4376418	0.2767120	0.5684499	0.7147522	0.8851230	0.3561756	0.1422247	0.7401166	0.7109950
1.0396830	0.7970698	0.6464131	0.2878852	0.3193175	1.0266462	0.1853365	0.1653648	0.3025963	1.0451453
0.5388026	0.6744797	0.5637621	0.2441377	0.5959833	0.8663829	0.4656979	0.1278348	0.5099249	0.8985976
0.7427951	0.7708369	0.7284328	0.0581887	0.1654257	0.5138182	0.4408938	0.1627130	0.4307233	1.0759215
0.3160962	0.5832726	0.3657297	0.3128250	0.7983033	1.0033473	0.5934054	0.0645191	0.9129786	0.7878488
0.2863365	0.9752806	0.5806832	0.2428224	0.0122931	0.0027540	0.0161851	1.0358965	0.4150578	1.0456660
0.2240687	0.8217041	0.6785791	0.0435512	0.6698301	1.0485998	0.1917298	0.1464961	1.0166880	0.9875319
