"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.8832953	0.6643671	0.1753668	0.0482810	0.0826400	0.0339497	0.8190008	0.3766318	1.0124823
0.9911375	0.0000000	0.6757681	0.1910916	0.1064626	0.1070881	0.0486598	0.8442072	0.3137101	1.0249090
0.9231361	0.9420240	0.0000000	0.9184458	0.0844331	0.0810297	0.0457365	0.7279657	0.2446001	0.9875735
0.8934810	0.9257271	0.6408702	0.0000000	0.0723405	0.0782309	0.0473172	0.7942592	0.3035927	0.9655402
0.7308081	1.0558176	0.7461206	0.2291253	0.0000000	0.0657438	0.0380923	0.9333516	0.5566841	0.9793623
0.2614668	0.9103304	0.7809401	0.2175240	0.1283359	0.0000000	0.0206813	0.9616411	1.1346649	1.0398191
1.0151532	1.0043427	0.5994627	0.1388071	0.0835661	0.0668729	0.0000000	0.7434605	0.3843260	0.9481858
0.2752674	0.6005283	0.6764909	0.1976248	1.0036094	1.0095356	0.9568489	0.0000000	1.1633625	1.0870347
1.1303968	0.9437643	0.5516653	0.2256517	0.0463390	0.0624739	0.0285870	0.8225000	0.0000000	1.0226965
0.8513038	0.8244566	0.0592635	0.9773536	0.0679332	0.0602019	0.0456490	0.8008425	0.5427933	0.0000000
