"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2697676	0.8081499	0.5939632	0.2399184	0.7383422	0.9957569	0.1648262	0.2053189	1.1086506	0.9311031
0.5940752	1.0337304	0.7031771	0.2550925	0.1251565	0.2936345	0.0832923	0.4126302	0.6008527	0.9450517
0.2473475	0.2723207	0.8109173	0.1982806	0.6916122	0.9444369	0.4220903	0.1553159	0.8082452	0.6369571
0.5003754	0.5029695	0.2670187	0.6141134	0.7318268	0.9126648	0.4557896	0.1679595	0.7243119	0.7071891
1.0030313	0.7598343	0.6100931	0.2398838	0.3080901	1.0528298	0.1997464	0.1997292	0.2927528	1.0188335
0.4901016	0.7156646	0.6003324	0.2743129	0.6148110	0.8842639	0.4752216	0.1307478	0.5329089	0.9212334
0.8155395	0.8089626	0.7447895	0.0802902	0.1571903	0.5140199	0.3753078	0.1430582	0.4094688	0.9568007
0.3496060	0.5084057	0.4666255	0.3825629	0.7853972	0.9814787	0.5748547	0.0949130	0.9044350	0.8101958
0.2919805	0.9285215	0.5776991	0.2383663	0.0180894	0.0032929	0.0231801	1.0000513	0.3913513	1.0027891
0.2389209	0.8120070	0.6456344	0.0366461	0.6287279	1.0579299	0.2003199	0.1548569	0.9845719	0.9602656
