"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.4652797	0.9603219	0.6825546	0.1967855	0.0769485	0.0962187	0.0521429	0.7866388	0.2017345	1.0330327
0.8860136	0.5002278	0.6328190	0.2049787	0.0790568	0.0440496	0.0363031	0.7888358	0.4295862	1.0076457
0.8131011	0.8370929	0.2991518	0.5070436	0.0718564	0.0861633	0.0247357	0.8151244	0.3680272	0.9748374
1.0011444	1.0206570	0.6043188	0.1076345	0.0754603	0.1054244	0.0304408	0.6861576	0.2496057	1.0706053
0.7553179	0.9383627	0.6567705	0.2125558	0.0449838	0.0785593	0.0199239	0.7010392	0.3736558	1.0431893
0.4368352	0.9354637	0.7257489	0.2021305	0.0587928	0.0436169	0.0333769	0.8537201	0.7830586	1.0120552
0.9212090	0.9551479	0.6705708	0.1946350	0.0669803	0.0672464	0.0241842	0.8074764	0.5713323	1.0732029
0.7623512	1.0011322	0.6095318	0.2254819	0.0853288	0.0846925	0.0939153	0.3586859	0.5483008	1.0120110
1.0261484	1.0057152	0.6219890	0.2376767	0.0905870	0.1048711	0.0149425	0.6997936	0.1023624	1.0751052
0.8551985	0.8225974	0.2018350	0.9250070	0.0874211	0.0690175	0.0375645	0.7819999	0.3504907	0.4857318
