"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.6027151	0.9010560	0.6733328	0.1602087	0.0721875	0.1018475	0.0558299	0.7110744	0.2078992	1.0276469
0.9222974	0.4600119	0.7011121	0.2272785	0.0601427	0.0563036	0.0387658	0.7956336	0.4093407	1.0119130
0.8831922	0.9321755	0.3195450	0.4742480	0.0708300	0.1098233	0.0291724	0.7930233	0.3971387	1.0389524
0.9230941	0.8880757	0.5973714	0.1041158	0.0670583	0.1324202	0.0155933	0.7543914	0.2341394	1.1006530
0.7820008	0.8170714	0.6241626	0.2339924	0.0333796	0.0686536	0.0295616	0.7891082	0.3943518	0.9915383
0.3622491	0.9642288	0.7450480	0.2219996	0.0558642	0.0494488	0.0371290	0.7862405	0.8131371	1.0320675
0.9325714	1.0139125	0.6360198	0.1741900	0.0471283	0.0576337	0.0186629	0.7025579	0.4797770	1.0055657
0.5946786	0.9253100	0.6088731	0.1738100	0.0735673	0.0890227	0.0953719	0.4019407	0.4616655	1.0204423
1.0852187	1.0271629	0.5660661	0.2262280	0.0890985	0.1178168	0.0114827	0.7848540	0.1134386	0.9778326
0.7616125	0.8124019	0.1366938	0.9762767	0.0809010	0.0904045	0.0561837	0.7809031	0.3891374	0.5697164
