"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2661810	0.6074796	0.8620399	0.2808564	0.5666304	0.1380016	0.5199975	0.9410606	1.0000000	1.0000000
0.7891782	0.6759317	0.5942086	0.7760243	0.7116327	0.2613540	0.1758255	0.6043861	0.4953265	1.0000000
0.2132285	0.3548576	0.7531711	0.3814851	0.7599221	0.3376421	0.5992413	0.9438264	1.0000000	1.0000000
0.1840477	0.3124795	0.6277903	0.4350103	0.5172651	0.1939798	0.6565519	0.9983036	0.8674269	1.0000000
0.3070443	0.9006835	0.1697399	0.6438685	0.9992019	0.0382402	0.4722401	0.9913693	0.7753476	1.0000000
0.3110585	0.8229502	0.0506559	0.9446034	0.9741085	0.0182527	0.3789800	0.9894241	0.5808108	1.0000000
0.1361612	0.5940647	0.7037139	0.7113708	0.3618254	0.1759269	0.3209761	0.9583309	0.9838420	0.7920528
0.8079192	0.2085337	0.8423456	0.4494431	0.6691913	0.5615779	0.0613609	0.0669226	1.0000000	0.6435395
0.1822145	0.7162136	0.3391839	0.6100112	0.7243160	0.0575859	0.6605751	0.9981868	1.0000000	0.8964508
0.1057381	0.5229831	0.2479557	0.9682051	0.9432854	0.0779210	0.5974275	0.9999185	1.0000000	1.0000000
