"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.0921330	0.8774628	0.5877651	0.6321149	0.8515749	0.2261127	0.8157084	1.0000000	1.0000000
0.6897315	0.0000000	0.8975732	0.5755385	0.6106387	1.0000000	0.2230325	0.8065736	1.0000000	1.0000000
0.4531525	0.9005318	0.0000000	0.8013533	1.0000000	0.2331080	0.3514463	0.9678778	1.0000000	1.0000000
0.5766813	0.3996322	0.7082712	0.0000006	0.8015741	0.3585192	0.2792528	0.9170244	1.0000000	1.0000000
0.1302630	0.2872004	0.7668649	0.8137321	0.0000000	0.4580771	0.8114679	0.9991398	1.0000000	1.0000000
0.1549967	0.5726456	0.0272009	0.8580596	0.9999995	0.0000000	0.7297684	0.9986326	1.0000000	1.0000000
1.0000000	0.4074164	0.7052682	0.2891812	0.8039149	0.3539586	0.0000000	0.0529506	1.0000000	1.0000000
0.5767687	0.3995391	0.7083496	0.4116957	0.8014794	0.3586007	0.2792166	0.0000001	1.0000000	1.0000000
0.9937807	0.4073794	0.7052753	0.2939997	0.8039140	0.3539748	0.0319872	0.0537076	0.0000000	1.0000000
0.9799153	0.4071169	0.7054341	0.3020391	0.8037444	0.3541621	0.0548003	0.0608399	1.0000000	0.0000000
