"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2662893	0.6074747	0.8620727	0.2808265	0.5665649	0.1380065	0.5199395	0.9410450	1.0000000	1.0000000
0.7892753	0.6756993	0.5943371	0.7758992	0.7115699	0.2614072	0.1757802	0.6040113	0.4953265	1.0000000
0.2131788	0.3551455	0.7528824	0.3815239	0.7601486	0.3373867	0.5993353	0.9438292	1.0000000	1.0000000
0.1839842	0.3127043	0.6274728	0.4350603	0.5173645	0.1938053	0.6567214	0.9983057	0.8674269	1.0000000
0.3071062	0.9010043	0.1697694	0.6438316	0.9991943	0.0382034	0.4722587	0.9913557	0.7753476	1.0000000
0.3110508	0.8229536	0.0506029	0.9446027	0.9741086	0.0182499	0.3789853	0.9894252	0.5808108	1.0000000
0.1361107	0.5939973	0.7038568	0.7112044	0.3616915	0.1759267	0.3211333	0.9583490	0.9838420	0.7920531
0.8078906	0.2087910	0.8421062	0.4495295	0.6693866	0.5610799	0.0614023	0.0669683	1.0000000	0.6435395
0.1821293	0.7162489	0.3388546	0.6100243	0.7243449	0.0575487	0.6607602	0.9981896	1.0000000	0.8964508
0.1056961	0.5226540	0.2478329	0.9682180	0.9432968	0.0779626	0.5974810	0.9999186	1.0000000	1.0000000
