"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.0000000	0.0921376	0.8773145	0.5879671	0.6324246	0.8515052	0.2261134	0.8158147	1.0000000	1.0000000
0.6897492	0.0000044	0.8975365	0.5755959	0.6107494	0.9999962	0.2230249	0.8065555	1.0000000	1.0000000
0.4530994	0.9010976	0.0000022	0.8012818	1.0000000	0.2330122	0.3515667	0.9678612	1.0000000	1.0000000
0.5766427	0.3997181	0.7082104	0.0000025	0.8016146	0.3584654	0.2792764	0.9170561	1.0000000	1.0000000
0.1302541	0.2874765	0.7665180	0.8137883	0.0000000	0.4577015	0.8115034	0.9991400	1.0000000	1.0000000
0.1549977	0.5729707	0.0272137	0.8579236	0.9999995	0.0000000	0.7297679	0.9986325	1.0000000	1.0000000
0.9999998	0.4071661	0.7054336	0.2891567	0.8038052	0.3541072	0.0000021	0.0529610	1.0000000	1.0000000
0.5767399	0.3996032	0.7083042	0.4117140	0.8015097	0.3585604	0.2792342	0.0000022	1.0000000	1.0000000
0.9937885	0.4071359	0.7054374	0.2939696	0.8038072	0.3541198	0.0319582	0.0537154	0.0000000	1.0000000
0.9799434	0.4068469	0.7056135	0.3020459	0.8036257	0.3543221	0.0547454	0.0608523	1.0000000	0.0000012
