"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.2327826	0.3445895	0.4778376	0.5659068	0.5672905	0.2892918	0.1783896	0.6080721	0.6037884	0.7868791
0.5288088	0.1019644	0.5710147	0.5260837	0.5529092	0.5987868	0.1645308	0.5866071	0.7199309	0.6571363
0.2478547	0.6551746	0.1646189	0.5915488	0.7165169	0.1418197	0.3889400	0.5082382	0.6769328	0.8131099
0.3853712	0.3122263	0.5413476	0.1705860	0.6773963	0.2518029	0.3235746	0.6279833	0.7539127	0.6783777
0.2823577	0.3114717	0.5247121	0.5301824	0.3125386	0.2640532	0.2370426	0.5565141	0.6878555	0.7091245
0.2802587	0.4082823	0.3720147	0.6733638	0.6857551	0.0781199	0.3404852	0.7221386	0.7150430	0.6797264
0.6336583	0.3898647	0.4738043	0.3273886	0.5719835	0.2112501	0.1095574	0.2079472	0.7289983	0.8019982
0.4373076	0.3514900	0.4967550	0.3263898	0.5223748	0.1936006	0.1660392	0.2597823	0.5659863	0.9286157
0.4393392	0.2274161	0.6156032	0.4426484	0.6446076	0.2716983	0.1396788	0.3328356	0.3670470	0.7229501
0.6281784	0.2534712	0.5114995	0.2298551	0.5078043	0.2024272	0.0994569	0.2633114	0.7892515	0.4220222
