"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"
0.3155623	0.3863963	0.6452857	0.1919008	0.4027373	0.0741610	0.4653204	0.6664019	0.7675995	0.8518914
0.4392321	0.4301638	0.5297181	0.5062838	0.4355859	0.2311687	0.1366869	0.6007297	0.3270262	0.7897895
0.1425962	0.2128173	0.4835121	0.3029399	0.5657410	0.2583113	0.3934997	0.7795356	0.8139058	0.6005603
0.1681433	0.2170558	0.4201131	0.2732486	0.3284734	0.1783898	0.4141803	0.7220274	0.6789168	0.6394857
0.2797781	0.6809445	0.1402720	0.4372241	0.6554900	0.0471541	0.2675510	0.7542971	0.5390602	0.7080229
0.1264210	0.6562441	0.0563218	0.6065551	0.6789420	0.0230425	0.3045650	0.7369573	0.4599234	0.8055439
0.1474088	0.3753288	0.4607233	0.4715813	0.2671767	0.1313824	0.3178688	0.8400720	0.7715027	0.6119962
0.6283193	0.1845458	0.6230503	0.2243968	0.4279129	0.4747299	0.0355527	0.0600376	0.7075918	0.4370606
0.2782424	0.4853121	0.2781920	0.3767869	0.5862589	0.0215691	0.4521095	0.7375080	0.8533989	0.6227201
0.0494833	0.3517363	0.1438142	0.8001921	0.8799681	0.0629746	0.4043874	0.6863356	0.6699316	0.6628089
